Trade ID,Status,Buy Time,Buy Price,Sell Target,Sell Time,Base Order Size (USDT),BTC Allocation Before Buy,Alpha,Order Size (USDT),Portfolio Value at Buy,Order % of Portfolio,Portfolio Value at Sell,Net P&L,Holding Time
11,CLOSED,2024-01-08 19:12:00+00:00,47000.0,48000.0,2024-01-11 14:36:00+00:00,33.70786516853933,0.0,1.0,33.70786516853933,3007.004325627531,1.1209782733353681,3012.331169019088,0.6483729380827157,2 days 19:24:00
12,CLOSED,2024-01-09 12:56:00+00:00,46000.0,47000.0,2024-01-09 13:53:00+00:00,33.70786516853933,0.01096304047068489,0.9906814155999178,33.39375558201971,3006.254146330376,1.1108094644221027,3007.662449263877,0.6577459144309259,0 days 00:57:00
13,CLOSED,2024-01-09 21:17:00+00:00,46000.0,47000.0,2024-01-10 23:03:00+00:00,33.70786516853933,0.010960642364143118,0.9906834539904783,33.39382429181388,3006.911892244807,1.1105687658471348,3010.991029136836,0.6577472677853251,1 days 01:46:00
14,CLOSED,2024-01-09 21:25:00+00:00,45000.0,46000.0,2024-01-09 21:29:00+00:00,33.70786516853933,0.02158635249041386,0.9816516003831482,33.08937978819601,3005.436800239235,1.1009840494919765,3007.579993272025,0.667703976870051,0 days 00:04:00
15,CLOSED,2024-01-10 11:53:00+00:00,45000.0,46000.0,2024-01-10 17:41:00+00:00,33.70786516853933,0.021581557815649972,0.9816556758566976,33.08951716370891,3006.104504216105,1.1007440731784401,3008.247700161256,0.667706748943047,0 days 05:48:00
16,CLOSED,2024-01-10 20:12:00+00:00,45000.0,46000.0,2024-01-10 20:15:00+00:00,33.70786516853933,0.021576765250468723,0.9816597495371016,33.089654478778705,3006.772210965048,1.1005042004215646,3008.9154098212784,0.6677095197963823,0 days 00:03:00
17,CLOSED,2024-01-10 20:44:00+00:00,45000.0,46000.0,2024-01-10 20:57:00+00:00,33.70786516853933,0.02157197479348702,0.981663821425536,33.08979173344503,3007.439920484844,1.100264431154803,3009.5831222508737,0.6677122894308383,0 days 00:13:00
18,CLOSED,2024-01-11 05:44:00+00:00,46000.0,47000.0,2024-01-11 11:17:00+00:00,33.70786516853933,0.01094852261054268,0.9906937557810387,33.39417154318108,3010.2404720476325,1.1093522877415047,3011.6487835987637,0.6577541074822761,0 days 05:33:00
19,CLOSED,2024-01-11 15:05:00+00:00,48000.0,49000.0,2024-02-12 15:10:00+00:00,33.70786516853933,0.0,1.0,33.70786516853933,3012.2967783903528,1.1190087713253614,3022.5762911954635,0.6334613764044974,32 days 00:05:00
20,CLOSED,2024-01-11 15:42:00+00:00,47000.0,48000.0,2024-02-09 18:24:00+00:00,33.70786516853933,0.01094867631940058,0.9906936251285096,33.394167139163244,3011.561525581364,1.1088655123098206,3021.266459974158,0.6423389364643839,29 days 02:42:00
21,CLOSED,2024-01-11 16:16:00+00:00,46000.0,47000.0,2024-02-09 11:44:00+00:00,33.70786516853933,0.021567946160321663,0.9816672457637265,33.08990716057505,3010.116782790149,1.0992898132644284,3019.888886793797,0.6517611111547268,28 days 19:28:00
22,CLOSED,2024-01-12 15:19:00+00:00,45000.0,46000.0,2024-02-09 02:45:00+00:00,33.70786516853933,0.03186514417017325,0.9729146274553527,32.794875082764705,3007.953717796882,1.0902719310051314,3017.792401834125,0.6617612253200917,27 days 11:26:00
23,CLOSED,2024-01-12 16:17:00+00:00,44000.0,45000.0,2024-02-08 13:58:00+00:00,33.70786516853933,0.04184702346903229,0.9644300300513226,32.50887741746031,3005.062901608855,1.081803558922366,3014.9675949890056,0.6723759397584672,26 days 21:41:00
24,CLOSED,2024-01-12 22:03:00+00:00,43000.0,44000.0,2024-02-07 20:16:00+00:00,33.70786516853933,0.05151976411654841,0.9562082005009338,32.2317370955371,3001.4342721334924,1.0738778255046044,3011.4044227221248,0.683645637850276,25 days 22:13:00
25,CLOSED,2024-01-12 22:21:00+00:00,42000.0,43000.0,2024-01-13 05:42:00+00:00,33.70786516853933,0.06088897843348833,0.9482443683315349,31.963293314546124,2997.0570940924417,1.0664893030416271,3002.130346865493,0.6956148693120916,0 days 07:21:00
26,CLOSED,2024-01-14 21:38:00+00:00,42000.0,43000.0,2024-01-15 18:25:00+00:00,33.70786516853933,0.06087484942323043,0.9482563779902541,31.96369813450295,2997.752708961754,1.0662553331683355,3002.825970958917,0.6956236793798922,0 days 20:47:00
27,CLOSED,2024-01-18 16:40:00+00:00,42000.0,43000.0,2024-01-29 16:21:00+00:00,33.70786516853933,0.06086072678977482,0.9482683822286914,31.964102771753645,2998.4483326411337,1.0660214626275917,3006.396491224423,0.6956324854714779,10 days 23:41:00
28,CLOSED,2024-01-18 19:57:00+00:00,41000.0,42000.0,2024-01-19 20:09:00+00:00,33.70786516853933,0.06992746119584507,0.9405616579835316,31.704325550006686,2993.3111332184785,1.0591724060411138,2999.157167169506,0.7083535069629079,1 days 00:12:00
29,CLOSED,2024-01-22 04:18:00+00:00,41000.0,42000.0,2024-01-26 17:01:00+00:00,33.70786516853933,0.0699109170943151,0.9405757204698322,31.70479956639884,2994.0194867254413,1.0589376491024236,3001.3237015138125,0.7083640976683725,4 days 12:43:00
30,CLOSED,2024-01-22 19:17:00+00:00,40000.0,41000.0,2024-01-26 11:29:00+00:00,33.70786516853933,0.07868183919936701,0.933120436680538,31.453497865636116,2988.1100320994833,1.0526218086934536,2995.4781592828976,0.7218900158516632,3 days 16:12:00
31,CLOSED,2024-01-23 09:29:00+00:00,39000.0,40000.0,2024-01-24 00:44:00+00:00,33.70786516853933,0.0871628781252127,0.9259115535935692,31.210501806524807,2981.4152776660317,1.0468351068140231,2988.846837107624,0.7362797456942367,0 days 15:15:00
32,CLOSED,2024-02-01 01:21:00+00:00,42000.0,43000.0,2024-02-01 17:19:00+00:00,33.70786516853933,0.06078834069099725,0.9483299104126524,31.966176755482667,3002.0188524927826,1.0648226518943729,3007.092170967095,0.6956776214312264,0 days 15:58:00
33,CLOSED,2024-02-10 10:48:00+00:00,47000.0,48000.0,2024-02-10 20:46:00+00:00,33.70786516853933,0.010916164759613392,0.9907212599543286,33.39509865014591,3020.5308444536854,1.1056036296224607,3021.908817778675,0.6423568541376028,0 days 09:58:00
34,CLOSED,2024-02-12 15:14:00+00:00,49000.0,50000.0,2024-02-12 17:19:00+00:00,33.70786516853933,0.0,1.0,33.70786516853933,3022.5419154932165,1.115215805470109,3023.1954353281167,0.6191584498968083,0 days 02:05:00
35,CLOSED,2024-02-12 17:20:00+00:00,50000.0,51000.0,2024-02-14 09:10:00+00:00,33.70786516853933,0.0,1.0,33.70786516853933,3023.1610739431135,1.114987403716935,3024.414261432613,0.6054276404494345,1 days 15:50:00
36,CLOSED,2024-02-13 14:21:00+00:00,49000.0,50000.0,2024-02-14 08:52:00+00:00,33.70786516853933,0.01091850378384985,0.9907192717837277,33.39503163315936,3022.4538829318776,1.1048979712062672,3023.7748207728737,0.6134122086005078,0 days 18:31:00
37,CLOSED,2024-02-14 09:11:00+00:00,51000.0,52000.0,2024-02-14 14:37:00+00:00,33.70786516853933,0.0,1.0,33.70786516853933,3024.3799137921633,1.1145380583576958,3025.006483521179,0.5922352941176499,0 days 05:26:00
38,CLOSED,2024-02-15 01:10:00+00:00,52000.0,53000.0,2024-02-26 16:07:00+00:00,33.70786516853933,0.0,1.0,33.70786516853933,3024.972149086281,1.1143198517950348,3028.5197215594353,0.5795503457216995,11 days 14:57:00
39,CLOSED,2024-02-17 14:32:00+00:00,51000.0,52000.0,2024-02-17 21:34:00+00:00,33.70786516853933,0.010920436846252164,0.9907176286806857,33.394976247663564,3024.290861272971,1.1042250160292815,3025.5591948972456,0.5867379462092472,0 days 07:02:00
40,CLOSED,2024-02-20 17:22:00+00:00,51000.0,52000.0,2024-02-20 19:50:00+00:00,33.70786516853933,0.010918318600314367,0.9907194291897328,33.39503693897976,3024.8775992191804,1.1040128350185179,3026.1459339715993,0.5867390125342453,0 days 02:28:00
41,CLOSED,2024-02-21 10:08:00+00:00,51000.0,52000.0,2024-02-22 09:49:00+00:00,33.70786516853933,0.010916201172125535,0.9907212290036933,33.39509760686607,3025.4643382317145,1.103800735142177,3026.7326741118427,0.5867400784475976,0 days 23:41:00
42,CLOSED,2024-02-22 13:47:00+00:00,51000.0,52000.0,2024-02-22 20:31:00+00:00,33.70786516853933,0.010914084561213712,0.9907230281229683,33.395158251336014,3026.051078310162,1.1035887163538851,3027.319415317564,0.5867411439495314,0 days 06:44:00
43,CLOSED,2024-02-23 03:06:00+00:00,51000.0,52000.0,2024-02-26 15:15:00+00:00,33.70786516853933,0.010911968767107311,0.9907248265479588,33.395218872403106,3026.6378194541116,1.1033767786073032,3027.9061575883525,0.5867422090402883,3 days 12:09:00
44,CLOSED,2024-02-26 19:16:00+00:00,54000.0,55000.0,2024-02-27 01:43:00+00:00,33.70786516853933,0.0,1.0,33.70786516853933,3028.485399822184,1.1130271643547784,3029.0752874626332,0.5555898876404441,0 days 06:27:00
45,CLOSED,2024-02-27 03:51:00+00:00,56000.0,57000.0,2024-02-27 12:26:00+00:00,33.70786516853933,0.0,1.0,33.70786516853933,3029.0409897098243,1.112823011740375,3029.6086060822163,0.5333408908507238,0 days 08:35:00
46,CLOSED,2024-02-27 12:33:00+00:00,57000.0,58000.0,2024-02-28 07:50:00+00:00,33.70786516853933,0.0,1.0,33.70786516853933,3029.5743306006752,1.1126271050050802,3030.1313974250397,0.5228018923713833,0 days 19:17:00
47,CLOSED,2024-02-28 08:47:00+00:00,59000.0,60000.0,2024-02-28 13:22:00+00:00,33.70786516853933,0.0,1.0,33.70786516853933,3030.0971324930465,1.1124351363880471,3030.6341730567488,0.5027956579699122,0 days 04:35:00
48,CLOSED,2024-02-28 14:27:00+00:00,60000.0,61000.0,2024-02-28 14:57:00+00:00,33.70786516853933,0.0,1.0,33.70786516853933,3030.5999281510167,1.112250576376957,3031.1274562409044,0.4932926966292186,0 days 00:30:00
49,CLOSED,2024-02-28 14:59:00+00:00,61000.0,62000.0,2024-02-28 16:54:00+00:00,33.70786516853933,0.0,1.0,33.70786516853933,3031.093220847646,1.1120695640998106,3031.6115483481067,0.48410130779148375,0 days 01:55:00
50,CLOSED,2024-02-28 17:13:00+00:00,63000.0,64000.0,2024-02-28 17:16:00+00:00,33.70786516853933,0.0,1.0,33.70786516853933,3031.5773221554377,1.1118919818470336,3032.078124723656,0.46659390048154137,0 days 00:03:00
51,CLOSED,2024-02-28 17:23:00+00:00,63000.0,64000.0,2024-03-04 00:39:00+00:00,33.70786516853933,0.0,1.0,33.70786516853933,3032.0439160559195,1.1117208754808043,3037.787117345111,0.46659390048154137,4 days 07:16:00
52,CLOSED,2024-02-28 17:25:00+00:00,62000.0,63000.0,2024-02-29 06:08:00+00:00,33.70786516853933,0.010931853055757668,0.990707924902606,33.39464915402043,3031.4756977573643,1.1015971257406167,3035.394458059937,0.4707907616695266,0 days 12:43:00
53,CLOSED,2024-02-28 17:31:00+00:00,61000.0,62000.0,2024-02-28 23:13:00+00:00,33.70786516853933,0.021590865966051247,0.9816477639288564,33.08925046951202,3030.369707924745,1.0919212392791562,3034.355460941973,0.47521696630855104,0 days 05:42:00
54,CLOSED,2024-02-28 17:31:00+00:00,60000.0,61000.0,2024-02-28 17:34:00+00:00,33.70786516853933,0.031983775378507495,0.9728137909282686,32.79147609870569,3028.7221192085303,1.082683547980123,3031.3346011450203,0.47988193824509295,0 days 00:03:00
55,CLOSED,2024-02-28 17:31:00+00:00,59000.0,60000.0,2024-02-28 17:32:00+00:00,33.70786516853933,0.042116953557708336,0.9642005894759479,32.50114346548139,3026.528850189644,1.0738752238705689,3029.207142560526,0.4847958698005357,0 days 00:01:00
56,CLOSED,2024-02-28 17:37:00+00:00,60000.0,61000.0,2024-02-28 17:43:00+00:00,33.70786516853933,0.03197359147489226,0.9728224472463416,32.79176788470814,3029.686797016576,1.082348443311011,3031.8144876497167,0.4798862083435864,0 days 00:06:00
57,CLOSED,2024-02-28 18:20:00+00:00,60000.0,61000.0,2024-02-28 18:55:00+00:00,33.70786516853933,0.031968527830814546,0.9728267513438076,32.7919129666452,3030.16668322492,1.0821818201679159,3032.294376128593,0.47988833152341925,0 days 00:35:00
58,CLOSED,2024-02-28 20:27:00+00:00,60000.0,61000.0,2024-02-28 22:09:00+00:00,33.70786516853933,0.03196346576794454,0.9728310540972471,32.792058003277994,3030.646571556443,1.0820152475396378,3032.7742667299394,0.4798904540402731,0 days 01:42:00
59,CLOSED,2024-02-29 16:40:00+00:00,62000.0,63000.0,2024-03-01 20:57:00+00:00,33.70786516853933,0.010919784640930689,0.9907181830552089,33.39499493444524,3034.826048287295,1.1003923916262588,3036.815708900914,0.47079563640944855,1 days 04:17:00
60,CLOSED,2024-02-29 17:41:00+00:00,61000.0,62000.0,2024-02-29 20:18:00+00:00,33.70786516853933,0.02156713372408214,0.9816679363345302,33.0899304382426,3033.720052537369,1.0907377696424743,3035.3014787800835,0.47522673179651775,0 days 02:37:00
61,CLOSED,2024-02-29 21:10:00+00:00,61000.0,62000.0,2024-03-01 08:35:00+00:00,33.70786516853933,0.021563755800932654,0.9816708075692072,33.09002722143396,3034.195279269166,1.0905701240628194,3035.77670700012,0.4752281217649781,0 days 11:25:00
62,CLOSED,2024-03-02 01:21:00+00:00,62000.0,63000.0,2024-03-03 22:15:00+00:00,33.70786516853933,0.0109146731504149,0.9907225278221473,33.39514138726339,3036.247298777266,1.099882127543169,3037.286506750651,0.4707977010705804,1 days 20:54:00
63,CLOSED,2024-03-04 00:41:00+00:00,64000.0,65000.0,2024-03-04 08:27:00+00:00,33.70786516853933,0.0,1.0,33.70786516853933,3037.752908677374,1.1096315658937383,3038.7076248659682,0.4582505266853829,0 days 07:46:00
64,CLOSED,2024-03-04 00:49:00+00:00,63000.0,64000.0,2024-03-04 07:40:00+00:00,33.70786516853933,0.010914024277014276,0.9907230793645379,33.39515997857993,3037.1930421043403,1.0995402503438458,3038.215357474744,0.4622653458977837,0 days 06:51:00
65,CLOSED,2024-03-04 08:36:00+00:00,65000.0,66000.0,2024-03-04 14:38:00+00:00,33.70786516853933,0.0,1.0,33.70786516853933,3038.673424549957,1.109295421357484,3039.157780643302,0.4501638720829746,0 days 06:02:00
66,CLOSED,2024-03-04 14:42:00+00:00,66000.0,67000.0,2024-03-04 17:25:00+00:00,33.70786516853933,0.0,1.0,33.70786516853933,3039.12358842204,1.109131109276177,3039.600095061468,0.44232226762001403,0 days 02:43:00
67,CLOSED,2024-03-04 17:40:00+00:00,67000.0,68000.0,2024-03-04 23:03:00+00:00,33.70786516853933,0.0,1.0,33.70786516853933,3039.56591068966,1.1089697068253805,3040.0348021872287,0.43471474090222983,0 days 05:23:00
68,CLOSED,2024-03-04 23:04:00+00:00,68000.0,69000.0,2024-03-05 15:04:00+00:00,33.70786516853933,0.0,1.0,33.70786516853933,3040.000625430562,1.1088111261084101,3041.7612310856844,0.4273309649702526,0 days 16:00:00
69,CLOSED,2024-03-05 04:52:00+00:00,67000.0,68000.0,2024-03-05 13:18:00+00:00,33.70786516853933,0.010916024980740072,0.9907213787663709,33.39510265504621,3039.471709369756,1.0987140479741722,3041.2998825335326,0.430681187476722,0 days 08:26:00
70,CLOSED,2024-03-05 05:03:00+00:00,66000.0,67000.0,2024-03-05 05:27:00+00:00,33.70786516853933,0.021572715273942188,0.9816631920171491,33.089770517431994,3038.4451701378453,1.089036288778277,3039.906083295779,0.4342114891321387,0 days 00:24:00
71,CLOSED,2024-03-05 08:06:00+00:00,66000.0,67000.0,2024-03-05 10:32:00+00:00,33.70786516853933,0.021569632847939908,0.9816658120792511,33.08985883413206,3038.879381626977,1.0888835876209135,3040.3402960333883,0.4342126480439461,0 days 02:26:00
72,CLOSED,2024-03-05 15:05:00+00:00,68000.0,69000.0,2024-03-08 15:27:00+00:00,33.70786516853933,0.0,1.0,33.70786516853933,3041.7270617201852,1.1081817824074114,3049.260674333338,0.4273309649702526,3 days 00:22:00
73,CLOSED,2024-03-05 15:30:00+00:00,67000.0,68000.0,2024-03-08 14:11:00+00:00,33.70786516853933,0.010909828139639113,0.9907266460813068,33.39528020498787,3041.198145659379,1.0980961649161882,3048.7993259612063,0.4306834772561672,2 days 22:41:00
74,CLOSED,2024-03-05 16:06:00+00:00,66000.0,67000.0,2024-03-06 08:10:00+00:00,33.70786516853933,0.021560522168629522,0.981673556156665,33.090119870449385,3040.171603602569,1.0884293449500668,3046.099089092814,0.43421607342182256,0 days 16:04:00
75,CLOSED,2024-03-05 16:12:00+00:00,65000.0,66000.0,2024-03-05 16:31:00+00:00,33.70786516853933,0.031958561147596265,0.9728352230245432,32.79219852891719,3038.644502618964,1.0791719301370748,3040.609712150791,0.43793527089543005,0 days 00:19:00
76,CLOSED,2024-03-05 16:48:00+00:00,65000.0,66000.0,2024-03-06 05:31:00+00:00,33.70786516853933,0.03195395588221776,0.9728391375001149,32.79233047753196,3039.0824378898596,1.0790207619475045,3044.6383417601214,0.4379370330509076,0 days 12:43:00
77,CLOSED,2024-03-05 17:08:00+00:00,64000.0,65000.0,2024-03-05 17:46:00+00:00,33.70786516853933,0.042104071847679336,0.9642115389294725,32.50151254818447,3037.0516418010775,1.0701666083264207,3039.5244723442656,0.4418504455505712,0 days 00:38:00
78,CLOSED,2024-03-05 18:51:00+00:00,64000.0,65000.0,2024-03-06 05:10:00+00:00,33.70786516853933,0.04209794715870375,0.9642167449151018,32.50168803084613,3037.493492246628,1.0700167132475675,3042.6733145191956,0.441852831196222,0 days 10:19:00
79,CLOSED,2024-03-05 19:17:00+00:00,63000.0,64000.0,2024-03-05 23:41:00+00:00,33.70786516853933,0.05200606202586931,0.9557948472780111,32.217803840831834,3034.9556557636856,1.0615576468027461,3039.7546927922112,0.44596804585160044,0 days 04:24:00
80,CLOSED,2024-03-05 19:36:00+00:00,62000.0,63000.0,2024-03-05 20:14:00+00:00,33.70786516853933,0.06167915024497555,0.9475727222917708,31.940653560396772,3031.907220846886,1.0534838711678969,3036.320595202917,0.45029263666065944,0 days 00:38:00
81,CLOSED,2024-03-05 19:55:00+00:00,61000.0,62000.0,2024-03-05 20:01:00+00:00,33.70786516853933,0.0711224587536622,0.9395459100593871,31.6700868559344,3028.3444064205796,1.0457888075341992,3032.8218785095096,0.4548354037898932,0 days 00:06:00
82,CLOSED,2024-03-05 19:56:00+00:00,60000.0,61000.0,2024-03-05 19:57:00+00:00,33.70786516853933,0.08034095067010112,0.931710191930414,31.405961525744296,3024.2631999909922,1.038466543713452,3028.804239631602,0.4596058330542796,0 days 00:01:00
83,CLOSED,2024-03-05 20:37:00+00:00,62000.0,63000.0,2024-03-05 21:11:00+00:00,33.70786516853933,0.06165139947719578,0.9475963104443836,31.94144866666462,3033.2719547203915,1.0530360990862422,3036.7708998559415,0.4503038459021127,0 days 00:34:00
84,CLOSED,2024-03-06 02:01:00+00:00,63000.0,64000.0,2024-03-06 04:52:00+00:00,33.70786516853933,0.051967346972195884,0.9558277550736335,32.21891309236967,3037.2166615289448,1.0608039097266957,3040.200677318371,0.4459834004283181,0 days 02:51:00
85,CLOSED,2024-03-06 12:44:00+00:00,66000.0,67000.0,2024-03-06 14:21:00+00:00,33.70786516853933,0.02152582237165606,0.9817030509840924,33.091114078115474,3045.072384422372,1.0867102617132898,3046.9712740593236,0.4342291196407757,0 days 01:37:00
86,CLOSED,2024-03-06 12:46:00+00:00,65000.0,66000.0,2024-03-06 12:51:00+00:00,33.70786516853933,0.03190742235636801,0.9728786909970872,32.79366374147485,3043.5452673958707,1.0774823720474473,3045.5105130303637,0.4379548386062595,0 days 00:05:00
87,CLOSED,2024-03-06 14:58:00+00:00,66000.0,67000.0,2024-03-06 16:56:00+00:00,33.70786516853933,0.021519658609795284,0.981708290181674,33.09129068028115,3045.944568380619,1.0864048881189647,3047.405505675477,0.43423143705452816,0 days 01:58:00
88,CLOSED,2024-03-06 22:46:00+00:00,66000.0,67000.0,2024-03-07 08:19:00+00:00,33.70786516853933,0.02151659119339795,0.9817108974856117,33.091378566930736,3046.3787998176736,1.086252916705935,3047.839738354929,0.434232590323127,0 days 09:33:00
89,CLOSED,2024-03-08 15:32:00+00:00,69000.0,70000.0,2024-03-11 07:12:00+00:00,33.70786516853933,0.0,1.0,33.70786516853933,3049.226504967839,1.1054562563201535,3051.3777272630714,0.42016121152906294,2 days 15:40:00
90,CLOSED,2024-03-08 15:32:00+00:00,68000.0,69000.0,2024-03-08 20:01:00+00:00,33.70786516853933,0.010885319697064574,0.9907474782574951,33.395982413173996,3048.7047658374045,1.0954154297718934,3050.076792305458,0.4233770759256359,0 days 04:29:00
91,CLOSED,2024-03-08 16:02:00+00:00,67000.0,68000.0,2024-03-08 17:02:00+00:00,33.70786516853933,0.021514654239099075,0.9817125438967658,33.09143406393593,3047.6927123186842,1.0857864354297049,3049.1316865198805,0.4267649141605503,0 days 01:00:00
92,CLOSED,2024-03-08 21:55:00+00:00,68000.0,69000.0,2024-03-10 01:18:00+00:00,33.70786516853933,0.010882285133782496,0.9907500576362849,33.39606935852646,3049.5549078274903,1.0951129055852251,3050.500170571768,0.42337817817405465,1 days 03:23:00
93,CLOSED,2024-03-11 00:50:00+00:00,68000.0,69000.0,2024-03-11 06:53:00+00:00,33.70786516853933,0.010880774525633102,0.9907513416532119,33.396112639995906,3049.9782860056644,1.0949623081983437,3050.9235493425163,0.4233787268742475,0 days 06:03:00
94,CLOSED,2024-03-11 07:13:00+00:00,70000.0,71000.0,2024-03-11 07:36:00+00:00,33.70786516853933,0.0,1.0,33.70786516853933,3051.3435650745027,1.1046892770239822,3051.7909165993824,0.413196308186194,0 days 00:23:00
95,CLOSED,2024-03-11 07:37:00+00:00,71000.0,72000.0,2024-03-11 11:44:00+00:00,33.70786516853933,0.0,1.0,33.70786516853933,3051.756761382689,1.1045397062794406,3052.197337423202,0.406427599303683,0 days 04:07:00
96,CLOSED,2024-03-11 11:53:00+00:00,72000.0,73000.0,2024-03-12 14:07:00+00:00,33.70786516853933,0.0,1.0,33.70786516853933,3052.163188981993,1.1043926252115677,3052.5971777460377,0.39984691011236606,1 days 02:14:00
97,CLOSED,2024-03-12 14:09:00+00:00,72000.0,73000.0,2024-03-13 07:12:00+00:00,33.70786516853933,0.0,1.0,33.70786516853933,3052.5630358921053,1.1042479638324085,3054.6167758277597,0.39984691011236606,0 days 17:03:00
98,CLOSED,2024-03-12 15:00:00+00:00,71000.0,72000.0,2024-03-12 15:23:00+00:00,33.70786516853933,0.010880009870229935,0.9907519916103046,33.396134548661955,3052.0616313977234,1.094215601844444,3052.9658296165308,0.40266895345552456,0 days 00:23:00
99,CLOSED,2024-03-12 16:20:00+00:00,71000.0,72000.0,2024-03-13 01:30:00+00:00,33.70786516853933,0.010878574622588372,0.9907532115707999,33.39617567092584,3052.464300351179,1.0940726044554783,3054.1829118763444,0.40266944928114157,0 days 09:10:00
100,CLOSED,2024-03-12 17:06:00+00:00,70000.0,71000.0,2024-03-12 17:59:00+00:00,33.70786516853933,0.02150804166557998,0.981718164584257,33.09162352531204,3051.4933092435444,1.084440310751176,3053.278847741024,0.4056423212855478,0 days 00:53:00
101,CLOSED,2024-03-12 17:22:00+00:00,69000.0,70000.0,2024-03-12 17:37:00+00:00,33.70786516853933,0.03189465944795423,0.972889539469239,32.794029420311425,3050.0503579466017,1.0751963270006297,3051.9022241035104,0.4087704475873508,0 days 00:15:00
102,CLOSED,2024-03-13 07:15:00+00:00,73000.0,74000.0,2024-11-06 03:06:00+00:00,33.70786516853933,0.0,1.0,33.70786516853933,3054.5826339738273,1.1035178683212585,3207.1143055526586,0.3934465137755865,237 days 19:51:00
103,CLOSED,2024-03-13 13:54:00+00:00,72000.0,73000.0,2024-03-13 15:16:00+00:00,33.70786516853933,0.010874890125197486,0.9907563433935821,33.39628123798592,3054.087636282585,1.093494529797961,3054.978903229598,0.39615086258013577,0 days 01:22:00
104,CLOSED,2024-03-14 13:36:00+00:00,72000.0,73000.0,2024-10-29 18:24:00+00:00,33.70786516853933,0.010873479707790233,0.9907575422483783,33.39632164882174,3054.4837871451655,1.0933540321729842,3202.637035990241,0.39615134193852697,229 days 04:48:00
105,CLOSED,2024-03-14 15:27:00+00:00,71000.0,72000.0,2024-03-15 00:28:00+00:00,33.70786516853933,0.021500106723933293,0.9817249092846567,33.091850874763715,3053.5257270345655,1.0837259559263939,3056.0920616067297,0.3990000980571935,0 days 09:01:00
106,CLOSED,2024-03-14 16:30:00+00:00,70000.0,71000.0,2024-03-14 16:46:00+00:00,33.70786516853933,0.03188608919504284,0.9728968241842136,32.79427497250158,3052.10235507046,1.074481493650448,3053.9278620615405,0.4019973759989881,0 days 00:16:00
107,CLOSED,2024-03-14 18:50:00+00:00,70000.0,71000.0,2024-03-14 20:39:00+00:00,33.70786516853933,0.03188188997934737,0.9729003935175548,32.79439528710859,3052.504352446459,1.074343932084002,3054.73501111726,0.40199885083435305,0 days 01:49:00
